dataset,Classifier,weighting_strategy,hardness_metric,metric,gain_index,gain_disparity,n_runs,wins,win_rate
BCWDD,GaussianNB,static,feature_F2,Recall,0.015873015873015855,0.013746434980705359,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_F2,Specificity,-0.00462962962962965,0.008018753738744838,3,0,0.0
BCWDD,GaussianNB,static,feature_F3,Balanced Accuracy,-0.007936507936507945,0.006873217490352695,3,0,0.0
BCWDD,GaussianNB,static,feature_F3,F1 Score,-0.008693534065096986,0.007529388257193817,3,0,0.0
BCWDD,GaussianNB,static,feature_F3,Precision,-0.0012707576661064774,0.0016767898699137317,3,0,0.0
BCWDD,GaussianNB,static,feature_F3,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,static,feature_F3,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,static,feature_F4,Balanced Accuracy,-0.007936507936507945,0.006873217490352695,3,0,0.0
BCWDD,GaussianNB,static,feature_F4,F1 Score,-0.008693534065096986,0.007529388257193817,3,0,0.0
BCWDD,GaussianNB,static,feature_F4,Precision,-0.0012707576661064774,0.0016767898699137317,3,0,0.0
BCWDD,GaussianNB,static,feature_F4,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,static,feature_F4,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,static,feature_Harmfulness,Balanced Accuracy,0.00429894179894182,0.017249737243049124,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_Harmfulness,F1 Score,-0.0013486979903942025,0.02397583316906759,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_Harmfulness,Precision,-0.03156748645879078,0.03602272673869813,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_Harmfulness,Recall,0.031746031746031744,0.013746434980705423,3,3,1.0
BCWDD,GaussianNB,static,feature_Harmfulness,Specificity,-0.023148148148148178,0.021215628217388184,3,0,0.0
BCWDD,GaussianNB,static,feature_LSC,Balanced Accuracy,-0.003968253968253954,0.006873217490352663,3,0,0.0
BCWDD,GaussianNB,static,feature_LSC,F1 Score,-0.004377564979480164,0.007582164957893854,3,0,0.0
BCWDD,GaussianNB,static,feature_LSC,Precision,-0.0010570824524313016,0.0018309205154005254,3,0,0.0
BCWDD,GaussianNB,static,feature_LSC,Recall,-0.007936507936507945,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,static,feature_LSC,Specificity,0.0,0.0,3,0,0.0
